id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country
827,male,Makoto Kobayashi,1944-04-07,Japan,2008,1/4,11124709,Physics,High Energy Accelerator Research Organization (KEK),Japan
830,male,Martin Chalfie,1947-01-15,USA,2008,1/3,11124709,Chemistry,Columbia University,USA
833,male,Martti Ahtisaari,1937-06-23,Finland,2008,1,11124709,Peace,,
829,male,Osamu Shimomura,1928-08-27,Japan,2008,1/3,11124709,Chemistry,Marine Biological Laboratory (MBL),USA
834,male,Paul Krugman,1953-02-28,USA,2008,1,11124709,Economic Sciences,Princeton University,USA
831,male,Roger Y. Tsien,1952-02-01,USA,2008,1/3,11124709,Chemistry,University of California,USA
828,male,Toshihide Maskawa,1940-02-07,Japan,2008,1/4,11124709,Physics,Kyoto Sangyo University,Japan
826,male,Yoichiro Nambu,1921-01-18,Japan,2008,1/2,11124709,Physics,"Enrico Fermi Institute, University of Chicago",USA
843,female,Ada E. Yonath,1939-06-22,Israel,2009,1/3,11157218,Chemistry,Weizmann Institute of Science,Israel
845,male,Barack H. Obama,1961-08-04,USA,2009,1,11157218,Peace,,
836,female,Carol W. Greider,1961-04-15,USA,2009,1/3,11157218,Physiology or Medicine,Johns Hopkins University School of Medicine,USA
838,male,Charles K. Kao,1933-11-04,China,2009,1/2,11157218,Physics,Standard Telecommunication Laboratories,United Kingdom
846,female,Elinor Ostrom,1933-08-07,USA,2009,1/2,11157218,Economic Sciences,Indiana University,USA
835,female,Elizabeth H. Blackburn,1948-11-26,Australia,2009,1/3,11157218,Physiology or Medicine,University of California,USA
840,male,George E. Smith,1930-05-10,USA,2009,1/4,11157218,Physics,Bell Laboratories,USA
844,female,Herta Müller,1953-08-17,Romania,2009,1,11157218,Literature,,
837,male,Jack W. Szostak,1952-11-09,United Kingdom,2009,1/3,11157218,Physiology or Medicine,Harvard Medical School,USA
847,male,Oliver E. Williamson,1932-09-27,USA,2009,1/2,11157218,Economic Sciences,University of California,USA
842,male,Thomas A. Steitz,1940-08-23,USA,2009,1/3,11157218,Chemistry,Yale University,USA
841,male,Venkatraman Ramakrishnan,1952-00-00,India,2009,1/3,11157218,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
839,male,Willard S. Boyle,1924-08-19,Canada,2009,1/4,11157218,Physics,Bell Laboratories,USA
853,male,Akira Suzuki,1930-09-12,Japan,2010,1/3,11015580,Chemistry,Hokkaido University,Japan
849,male,Andre Geim,1958-10-21,Russia,2010,1/2,11015580,Physics,University of Manchester,United Kingdom
858,male,Christopher A. Pissarides,1948-02-20,Cyprus,2010,1/3,11015580,Economic Sciences,London School of Economics and Political Science,United Kingdom
857,male,Dale T. Mortensen,1939-02-02,USA,2010,1/3,11015580,Economic Sciences,Northwestern University,USA
852,male,Ei-ichi Negishi,1935-07-14,China,2010,1/3,11015580,Chemistry,Purdue University,USA
850,male,Konstantin Novoselov,1974-08-23,Russia,2010,1/2,11015580,Physics,University of Manchester,United Kingdom
855,male,Liu Xiaobo,1955-12-28,China,2010,1,11015580,Peace,,
854,male,Mario Vargas Llosa,1936-03-28,Peru,2010,1,11015580,Literature,,
856,male,Peter A. Diamond,1940-04-29,USA,2010,1/3,11015580,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
851,male,Richard F. Heck,1931-08-15,USA,2010,1/3,11015580,Chemistry,University of Delaware,USA
848,male,Robert G. Edwards,1925-09-27,United Kingdom,2010,1,11015580,Physiology or Medicine,University of Cambridge,United Kingdom
866,male,Adam G. Riess,1969-12-16,USA,2011,1/4,10736783,Physics,Johns Hopkins University,USA
865,male,Brian P. Schmidt,1967-02-24,USA,2011,1/4,10736783,Physics,Australian National University,Australia
861,male,Bruce A. Beutler,1957-12-29,USA,2011,1/4,10736783,Physiology or Medicine,University of Texas Southwestern Medical Center at Dallas,USA
873,male,Christopher A. Sims,1942-10-21,USA,2011,1/2,10736783,Economic Sciences,Princeton University,USA
867,male,Dan Shechtman,1941-01-24,Israel,2011,1,10736783,Chemistry,Technion - Israel Institute of Technology,Israel
869,female,Ellen Johnson Sirleaf,1938-10-29,Liberia,2011,1/3,10736783,Peace,,
862,male,Jules A. Hoffmann,1941-08-02,Luxembourg,2011,1/4,10736783,Physiology or Medicine,University of Strasbourg,France
870,female,Leymah Gbowee,1972-02-01,Liberia,2011,1/3,10736783,Peace,,
863,male,Ralph M. Steinman,1943-01-14,Canada,2011,1/2,10736783,Physiology or Medicine,Rockefeller University,USA
864,male,Saul Perlmutter,1959-00-00,USA,2011,1/2,10736783,Physics,Lawrence Berkeley National Laboratory,USA
871,female,Tawakkol Karman,1979-02-07,Yemen,2011,1/3,10736783,Peace,,
872,male,Thomas J. Sargent,1943-07-19,USA,2011,1/2,10736783,Economic Sciences,New York University,USA
868,male,Tomas Tranströmer,1931-04-15,Sweden,2011,1,10736783,Literature,,
882,male,Alvin E. Roth,1951-12-18,USA,2012,1/2,8512821,Economic Sciences,Harvard University,USA
879,male,Brian Kobilka,1955-05-30,USA,2012,1/2,8512821,Chemistry,Stanford University School of Medicine,USA
877,male,David J. Wineland,1944-02-24,USA,2012,1/2,8512821,Physics,National Institute of Standards and Technology,USA
883,male,Lloyd S. Shapley,1923-06-02,USA,2012,1/2,8512821,Economic Sciences,University of California,USA
880,male,Mo Yan,1955-02-02,China,2012,1,8512821,Literature,,
878,male,Robert J. Lefkowitz,1943-04-15,USA,2012,1/2,8512821,Chemistry,Howard Hughes Medical Institute,
876,male,Serge Haroche,1944-09-11,Morocco,2012,1/2,8512821,Physics,Collège de France,France
875,male,Shinya Yamanaka,1962-09-04,Japan,2012,1/2,8512821,Physiology or Medicine,Kyoto University,Japan
874,male,Sir John B. Gurdon,1933-10-02,United Kingdom,2012,1/2,8512821,Physiology or Medicine,Gurdon Institute,United Kingdom
892,female,Alice Munro,1931-07-10,Canada,2013,1,8517568,Literature,,
891,male,Arieh Warshel,1940-11-20,Israel,2013,1/3,8517568,Chemistry,University of Southern California,USA
894,male,Eugene F. Fama,1939-02-14,USA,2013,1/3,8517568,Economic Sciences,University of Chicago,USA
887,male,François Englert,1932-11-06,Belgium,2013,1/2,8517568,Physics,Université Libre de Bruxelles,Belgium
884,male,James E. Rothman,1950-11-03,USA,2013,1/3,8517568,Physiology or Medicine,Yale University,USA
895,male,Lars Peter Hansen,1952-10-26,USA,2013,1/3,8517568,Economic Sciences,University of Chicago,USA
889,male,Martin Karplus,1930-03-15,Austria,2013,1/3,8517568,Chemistry,Université de Strasbourg,France
890,male,Michael Levitt,1947-05-09,South Africa,2013,1/3,8517568,Chemistry,Stanford University School of Medicine,USA
888,male,Peter Higgs,1929-05-29,United Kingdom,2013,1/2,8517568,Physics,University of Edinburgh,United Kingdom
885,male,Randy W. Schekman,1948-12-30,USA,2013,1/3,8517568,Physiology or Medicine,University of California,USA
896,male,Robert J. Shiller,1946-03-29,USA,2013,1/3,8517568,Economic Sciences,Yale University,USA
886,male,Thomas C. Südhof,1955-12-22,Germany,2013,1/3,8517568,Physiology or Medicine,Stanford University,USA
905,male,Edvard I. Moser,1962-04-27,Norway,2014,1/4,8531844,Physiology or Medicine,Norwegian University of Science and Technology (NTNU),Norway
909,male,Eric Betzig,1960-01-13,USA,2014,1/3,8531844,Chemistry,"Janelia Research Campus, Howard Hughes Medical Institute",USA
907,male,Hiroshi Amano,1960-09-11,Japan,2014,1/3,8531844,Physics,Nagoya University,Japan
906,male,Isamu Akasaki,1929-01-30,Japan,2014,1/3,8531844,Physics,Meijo University,Japan
915,male,Jean Tirole,1953-08-09,France,2014,1,8531844,Economic Sciences,Toulouse School of Economics (TSE),France
903,male,John O'Keefe,1939-11-18,USA,2014,1/2,8531844,Physiology or Medicine,University College,United Kingdom
913,male,Kailash Satyarthi,1954-01-11,India,2014,1/2,8531844,Peace,,
914,female,Malala Yousafzai,1997-07-12,Pakistan,2014,1/2,8531844,Peace,,
904,female,May-Britt Moser,1963-01-04,Norway,2014,1/4,8531844,Physiology or Medicine,Norwegian University of Science and Technology (NTNU),Norway
912,male,Patrick Modiano,1945-07-30,France,2014,1,8531844,Literature,,
908,male,Shuji Nakamura,1954-05-22,Japan,2014,1/3,8531844,Physics,University of California,USA
910,male,Stefan W. Hell,1962-12-23,Romania,2014,1/3,8531844,Chemistry,Max Planck Institute for Biophysical Chemistry,Germany
911,male,William E. Moerner,1953-06-24,USA,2014,1/3,8531844,Chemistry,Stanford University,USA
926,male,Angus Deaton,1945-10-19,Scotland,2015,1,8536613,Economic Sciences,Princeton University,USA
920,male,Arthur B. McDonald,1943-08-29,Canada,2015,1/2,8536613,Physics,Queen's University,Canada
923,male,Aziz Sancar,1946-09-08,Turkey,2015,1/3,8536613,Chemistry,University of North Carolina,USA
922,male,Paul Modrich,1946-06-13,USA,2015,1/3,8536613,Chemistry,Howard Hughes Medical Institute,USA
917,male,Satoshi &#332;mura,1935-07-12,Japan,2015,1/4,8536613,Physiology or Medicine,Kitasato University,Japan
924,female,Svetlana Alexievich,1948-05-31,Ukraine,2015,1,8536613,Literature,,
919,male,Takaaki Kajita,1959-03-09,Japan,2015,1/2,8536613,Physics,University of Tokyo,Japan
921,male,Tomas Lindahl,1938-01-28,Sweden,2015,1/3,8536613,Chemistry,Francis Crick Institute,United Kingdom
918,female,Tu Youyou,1930-12-30,China,2015,1/2,8536613,Physiology or Medicine,China Academy of Traditional Chinese Medicine,China
916,male,William C. Campbell,1930-06-28,Ireland,2015,1/4,8536613,Physiology or Medicine,Drew University,USA
936,male,Bengt Holmström,1949-04-18,Finland,2016,1/2,8451577,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
933,male,Bernard L. Feringa,1951-05-18,the Netherlands,2016,1/3,8451577,Chemistry,University of Groningen,the Netherlands
937,male,Bob Dylan,1941-05-24,USA,2016,1,8451577,Literature,,
928,male,David J. Thouless,1934-09-21,United Kingdom,2016,1/2,8451577,Physics,University of Washington,USA
929,male,F. Duncan M. Haldane,1951-09-14,United Kingdom,2016,1/4,8451577,Physics,Princeton University,USA
930,male,J. Michael Kosterlitz,1943-06-22,United Kingdom,2016,1/4,8451577,Physics,Brown University,USA
931,male,Jean-Pierre Sauvage,1944-10-21,France,2016,1/3,8451577,Chemistry,University of Strasbourg,France
934,male,Juan Manuel Santos,1951-08-10,Colombia,2016,1,8451577,Peace,,
935,male,Oliver Hart,1948-10-09,United Kingdom,2016,1/2,8451577,Economic Sciences,Harvard University,USA
932,male,Sir J. Fraser Stoddart,1942-05-24,United Kingdom,2016,1/3,8451577,Chemistry,Northwestern University,USA
927,male,Yoshinori Ohsumi,1945-02-09,Japan,2016,1,8451577,Physiology or Medicine,Tokyo Institute of Technology,Japan
942,male,Barry C. Barish,1936-01-27,USA,2017,1/4,9342577,Physics,LIGO/VIRGO Collaboration,
944,male,Jacques Dubochet,1942-06-08,Switzerland,2017,1/3,9342577,Chemistry,University of Lausanne,Switzerland
938,male,Jeffrey C. Hall,1945-05-03,USA,2017,1/3,9342577,Physiology or Medicine,University of Maine,USA
945,male,Joachim Frank,1940-09-12,Germany,2017,1/3,9342577,Chemistry,Columbia University,USA
947,male,Kazuo Ishiguro,1954-11-08,Japan,2017,1,9342577,Literature,,
943,male,Kip S. Thorne,1940-06-01,USA,2017,1/4,9342577,Physics,LIGO/VIRGO Collaboration,
939,male,Michael Rosbash,1944-03-07,USA,2017,1/3,9342577,Physiology or Medicine,Brandeis University,USA
940,male,Michael W. Young,1949-03-28,USA,2017,1/3,9342577,Physiology or Medicine,Rockefeller University,USA
941,male,Rainer Weiss,1932-09-29,Germany,2017,1/2,9342577,Physics,LIGO/VIRGO Collaboration,
949,male,Richard H. Thaler,1945-09-12,USA,2017,1,9342577,Economic Sciences,University of Chicago,USA
946,male,Richard Henderson,1945-07-19,Scotland,2017,1/3,9342577,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
960,male,Arthur Ashkin,1922-09-02,USA,2018,1/2,9163200,Physics,Bell Laboratories,USA
966,male,Denis Mukwege,1955-03-01,Democratic Republic of the Congo,2018,1/2,9163200,Peace,,
962,female,Donna Strickland,1959-05-27,Canada,2018,1/4,9163200,Physics,University of Waterloo,Canada
963,female,Frances H. Arnold,1956-07-25,USA,2018,1/2,9163200,Chemistry,California Institute of Technology (Caltech),USA
964,male,George P. Smith,1941-03-10,USA,2018,1/4,9163200,Chemistry,University of Missouri,USA
961,male,Gérard Mourou,1944-06-22,France,2018,1/4,9163200,Physics,École Polytechnique,France
958,male,James P. Allison,1948-08-07,USA,2018,1/2,9163200,Physiology or Medicine,Parker Institute for Cancer Immunotherapy,USA
967,female,Nadia Murad,1993-00-00,Iraq,2018,1/2,9163200,Peace,,
979,female,Olga Tokarczuk,1962-01-29,Poland,2018,1,9000000,Literature,,
969,male,Paul M. Romer,1955-00-00,USA,2018,1/2,9163200,Economic Sciences,NYU Stern School of Business,USA
965,male,Sir Gregory P. Winter,1951-04-14,United Kingdom,2018,1/4,9163200,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
959,male,Tasuku Honjo,1942-01-27,Japan,2018,1/2,9163200,Physiology or Medicine,Kyoto University,Japan
968,male,William D. Nordhaus,1941-05-31,USA,2018,1/2,9163200,Economic Sciences,Yale University,USA
982,male,Abhijit Banerjee,1961-02-21,India,2019,1/3,9000000,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
981,male,Abiy Ahmed Ali,1976-08-15,Ethiopia,2019,1,9000000,Peace,,
978,male,Akira Yoshino,1948-01-30,Japan,2019,1/3,9000000,Chemistry,Asahi Kasei Corporation,Japan
975,male,Didier Queloz,1966-02-23,Switzerland,2019,1/4,9000000,Physics,University of Geneva,Switzerland
983,female,Esther Duflo,1972-10-25,France,2019,1/3,9000000,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
972,male,Gregg L. Semenza,1956-07-12,USA,2019,1/3,9000000,Physiology or Medicine,Johns Hopkins University,USA
973,male,James Peebles,1935-04-25,Canada,2019,1/2,9000000,Physics,Princeton University,USA
976,male,John B. Goodenough,1922-07-25,Germany,2019,1/3,9000000,Chemistry,University of Texas,USA
977,male,M. Stanley Whittingham,1941-12-22,United Kingdom,2019,1/3,9000000,Chemistry,"Binghamton University, State University of New York",USA
984,male,Michael Kremer,1964-11-12,USA,2019,1/3,9000000,Economic Sciences,Harvard University,USA
974,male,Michel Mayor,1942-01-12,Switzerland,2019,1/4,9000000,Physics,University of Geneva,Switzerland
980,male,Peter Handke,1942-12-06,Austria,2019,1,9000000,Literature,,
971,male,Sir Peter J. Ratcliffe,1954-05-14,United Kingdom,2019,1/3,9000000,Physiology or Medicine,University of Oxford,United Kingdom
970,male,William G. Kaelin Jr,1957-11-23,USA,2019,1/3,9000000,Physiology or Medicine,Harvard Medical School,USA
990,female,Andrea Ghez,1965-06-16,USA,2020,1/4,10000000,Physics,University of California,USA
987,male,Charles M. Rice,1952-08-25,USA,2020,1/3,10000000,Physiology or Medicine,Rockefeller University,USA
991,female,Emmanuelle Charpentier,1968-12-11,France,2020,1/2,10000000,Chemistry,Max Planck Unit for the Science of Pathogens,Germany
985,male,Harvey J. Alter,1935-09-12,USA,2020,1/3,10000000,Physiology or Medicine,National Institutes of Health,USA
992,female,Jennifer A. Doudna,1964-02-19,USA,2020,1/2,10000000,Chemistry,University of California,USA
993,female,Louise Glück,1943-04-22,USA,2020,1,10000000,Literature,,
986,male,Michael Houghton,1949-01-01,,2020,1/3,10000000,Physiology or Medicine,University of Alberta,Canada
995,male,Paul R. Milgrom,1948-04-20,USA,2020,1/2,10000000,Economic Sciences,Stanford University,USA
989,male,Reinhard Genzel,1952-03-24,Germany,2020,1/4,10000000,Physics,Max Planck Institute for Extraterrestrial Physics,Germany
996,male,Robert B. Wilson,1937-05-16,USA,2020,1/2,10000000,Economic Sciences,Stanford University,USA
988,male,Roger Penrose,1931-08-08,United Kingdom,2020,1/2,10000000,Physics,University of Oxford,United Kingdom
